time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	5.01119	18.6457	4.72658	-2.39818	0.504886	radar	0.197714	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	5.01119	18.6457	4.72658	-2.39818	0.504886	lidar	5.08888e-322	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.66653	18.358	4.69042	-2.36365	0.487218	radar	0.350003	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.66653	18.358	4.69042	-2.36365	0.487218	lidar	5.08888e-322	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	4.23213	18.0729	4.77285	-2.31356	0.501865	radar	2.00683	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	4.23213	18.0729	4.77285	-2.31356	0.501865	lidar	5.08888e-322	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.93407	17.7655	4.71876	-2.28153	0.482458	radar	0.580712	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.93407	17.7655	4.71876	-2.28153	0.482458	lidar	5.08888e-322	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.52208	17.439	4.78322	-2.23742	0.487721	radar	0.595312	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	3.52208	17.439	4.78322	-2.23742	0.487721	lidar	5.08888e-322	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	3.24438	17.0377	4.82166	-2.17388	0.504322	radar	0.373157	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	3.24438	17.0377	4.82166	-2.17388	0.504322	lidar	5.08888e-322	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.94444	16.6948	4.76217	-2.14622	0.480765	radar	0.838064	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.94444	16.6948	4.76217	-2.14622	0.480765	lidar	5.08888e-322	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.59892	16.299	4.76097	-2.11334	0.465148	radar	1.12473	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	2.59892	16.299	4.76097	-2.11334	0.465148	lidar	5.08888e-322	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	2.26712	15.9546	4.73944	-2.09279	0.444835	radar	0.517705	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	2.26712	15.9546	4.73944	-2.09279	0.444835	lidar	5.08888e-322	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	2.00367	15.5245	4.79481	-2.03922	0.457022	radar	0.346135	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	2.00367	15.5245	4.79481	-2.03922	0.457022	lidar	5.08888e-322	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.64608	15.1597	4.80693	-2.02131	0.440341	radar	0.446464	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	1.64608	15.1597	4.80693	-2.02131	0.440341	lidar	5.08888e-322	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	1.33059	14.8068	4.77511	-2.01083	0.41595	radar	0.847869	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	1.33059	14.8068	4.77511	-2.01083	0.41595	lidar	5.08888e-322	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	1.1282	14.3436	4.82384	-1.95551	0.429607	radar	0.37941	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	1.1282	14.3436	4.82384	-1.95551	0.429607	lidar	5.08888e-322	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.823916	13.8823	4.93175	-1.91371	0.439828	radar	0.93328	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.823916	13.8823	4.93175	-1.91371	0.439828	lidar	5.08888e-322	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.561853	13.4253	5.00249	-1.87548	0.444177	radar	0.537754	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.561853	13.4253	5.00249	-1.87548	0.444177	lidar	5.08888e-322	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	0.292752	12.9917	4.99544	-1.85782	0.427316	radar	0.289749	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	0.292752	12.9917	4.99544	-1.85782	0.427316	lidar	5.08888e-322	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	0.0230402	12.5323	4.99099	-1.84441	0.407067	radar	0.612075	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	0.0230402	12.5323	4.99099	-1.84441	0.407067	lidar	5.08888e-322	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.323374	12.1229	4.9925	-1.84882	0.381672	radar	0.833161	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.323374	12.1229	4.9925	-1.84882	0.381672	lidar	5.08888e-322	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.624247	11.6655	5.0149	-1.84357	0.36314	radar	0.192377	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.624247	11.6655	5.0149	-1.84357	0.36314	lidar	5.08888e-322	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.85452	11.1974	4.99309	-1.84434	0.334015	radar	0.930667	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-0.85452	11.1974	4.99309	-1.84434	0.334015	lidar	5.08888e-322	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.00837	10.726	5.01491	-1.80578	0.341832	radar	0.240244	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.00837	10.726	5.01491	-1.80578	0.341832	lidar	5.08888e-322	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.15744	10.2176	5.05276	-1.77044	0.345704	radar	0.222212	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.15744	10.2176	5.05276	-1.77044	0.345704	lidar	5.08888e-322	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.38638	9.76215	5.03497	-1.77082	0.323009	radar	0.461917	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.38638	9.76215	5.03497	-1.77082	0.323009	lidar	5.08888e-322	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.63534	9.27912	5.07197	-1.76158	0.314239	radar	0.314331	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.63534	9.27912	5.07197	-1.76158	0.314239	lidar	5.08888e-322	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.88741	8.82406	5.05485	-1.77524	0.284099	radar	0.71522	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-1.88741	8.82406	5.05485	-1.77524	0.284099	lidar	5.08888e-322	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.15261	8.32172	5.09051	-1.78087	0.264855	radar	0.236894	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.15261	8.32172	5.09051	-1.78087	0.264855	lidar	5.08888e-322	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37566	7.88077	5.07059	-1.78809	0.243225	radar	1.34375	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.37566	7.88077	5.07059	-1.78809	0.243225	lidar	5.08888e-322	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.75953	7.38316	5.10837	-1.83957	0.191319	radar	1.12525	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75953	7.38316	5.10837	-1.83957	0.191319	lidar	5.08888e-322	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.87948	6.91682	5.09145	-1.81687	0.194435	radar	0.196279	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87948	6.91682	5.09145	-1.81687	0.194435	lidar	5.08888e-322	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-3.05563	6.41993	5.09079	-1.83913	0.154803	radar	1.14246	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.05563	6.41993	5.09079	-1.83913	0.154803	lidar	5.08888e-322	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.24963	5.93807	5.10121	-1.833	0.150987	radar	0.26688	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.24963	5.93807	5.10121	-1.833	0.150987	lidar	5.08888e-322	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.43857	5.4169	5.1313	-1.85148	0.118236	radar	0.972257	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.43857	5.4169	5.1313	-1.85148	0.118236	lidar	5.08888e-322	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.55122	4.93008	5.1208	-1.83611	0.119716	radar	0.0341127	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55122	4.93008	5.1208	-1.83611	0.119716	lidar	5.08888e-322	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.74711	4.39769	5.1675	-1.85948	0.0829099	radar	1.19966	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.74711	4.39769	5.1675	-1.85948	0.0829099	lidar	5.08888e-322	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.92052	3.91631	5.16763	-1.85797	0.0781005	radar	0.199019	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.92052	3.91631	5.16763	-1.85797	0.0781005	lidar	5.08888e-322	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.14675	3.44165	5.19057	-1.88714	0.0415286	radar	1.16324	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14675	3.44165	5.19057	-1.88714	0.0415286	lidar	5.08888e-322	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.35053	2.92237	5.23807	-1.90487	0.0168932	radar	0.434254	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35053	2.92237	5.23807	-1.90487	0.0168932	lidar	5.08888e-322	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.51155	2.42405	5.24084	-1.90426	0.0141942	radar	0.0721234	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.51155	2.42405	5.24084	-1.90426	0.0141942	lidar	5.08888e-322	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.70015	1.89996	5.30261	-1.93034	-0.0229596	radar	1.56489	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.70015	1.89996	5.30261	-1.93034	-0.0229596	lidar	5.08888e-322	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92676	1.38653	5.35474	-1.95124	-0.0457997	radar	0.442952	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.92676	1.38653	5.35474	-1.95124	-0.0457997	lidar	5.08888e-322	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.10839	0.917832	5.32808	-1.95697	-0.0468053	radar	0.103747	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10839	0.917832	5.32808	-1.95697	-0.0468053	lidar	5.08888e-322	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.27275	0.382822	5.35362	-1.95431	-0.0449054	radar	0.818688	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27275	0.382822	5.35362	-1.95431	-0.0449054	lidar	5.08888e-322	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.50011	-0.104053	5.32914	-1.95158	-0.0294662	radar	1.22951	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.50011	-0.104053	5.32914	-1.95158	-0.0294662	lidar	5.08888e-322	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.69739	-0.5486	5.29985	-1.9642	-0.0383006	radar	0.214051	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.69739	-0.5486	5.29985	-1.9642	-0.0383006	lidar	5.08888e-322	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.86734	-1.03567	5.32676	-1.97656	-0.0565353	radar	1.93122	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.86734	-1.03567	5.32676	-1.97656	-0.0565353	lidar	5.08888e-322	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.0365	-1.53704	5.32292	-1.97437	-0.0516593	radar	0.478881	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.0365	-1.53704	5.32292	-1.97437	-0.0516593	lidar	5.08888e-322	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.26466	-2.028	5.39269	-1.99823	-0.0803657	radar	1.4627	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.26466	-2.028	5.39269	-1.99823	-0.0803657	lidar	5.08888e-322	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.54143	-2.46746	5.37857	-2.02196	-0.0910056	radar	0.513314	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.54143	-2.46746	5.37857	-2.02196	-0.0910056	lidar	5.08888e-322	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.82253	-2.91715	5.38927	-2.04634	-0.104627	radar	0.279371	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.82253	-2.91715	5.38927	-2.04634	-0.104627	lidar	5.08888e-322	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07012	-3.36808	5.36058	-2.0582	-0.103027	radar	0.0736584	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.07012	-3.36808	5.36058	-2.0582	-0.103027	lidar	5.08888e-322	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36639	-3.84332	5.37727	-2.07455	-0.106267	radar	0.768358	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.36639	-3.84332	5.37727	-2.07455	-0.106267	lidar	5.08888e-322	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.6177	-4.2775	5.36106	-2.08981	-0.110781	radar	0.352506	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.6177	-4.2775	5.36106	-2.08981	-0.110781	lidar	5.08888e-322	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.90295	-4.7162	5.35151	-2.10682	-0.11416	radar	0.0416556	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-7.90295	-4.7162	5.35151	-2.10682	-0.11416	lidar	5.08888e-322	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.1877	-5.12219	5.28038	-2.12036	-0.108187	radar	0.652466	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.1877	-5.12219	5.28038	-2.12036	-0.108187	lidar	5.08888e-322	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.46096	-5.47855	5.19018	-2.13772	-0.106813	radar	0.854954	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.46096	-5.47855	5.19018	-2.13772	-0.106813	lidar	5.08888e-322	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.76948	-5.87885	5.17655	-2.15689	-0.111246	radar	0.0840459	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-8.76948	-5.87885	5.17655	-2.15689	-0.111246	lidar	5.08888e-322	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.02214	-6.21822	5.08152	-2.17017	-0.10818	radar	1.65592	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.02214	-6.21822	5.08152	-2.17017	-0.10818	lidar	5.08888e-322	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.36272	-6.59394	5.07771	-2.1943	-0.11584	radar	0.266532	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.36272	-6.59394	5.07771	-2.1943	-0.11584	lidar	5.08888e-322	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.78379	-6.9299	5.11823	-2.23737	-0.138226	radar	1.07602	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-9.78379	-6.9299	5.11823	-2.23737	-0.138226	lidar	5.08888e-322	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.1102	-7.28509	5.11819	-2.25963	-0.144924	radar	0.371882	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.1102	-7.28509	5.11819	-2.25963	-0.144924	lidar	5.08888e-322	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.487	-7.60155	5.11864	-2.29244	-0.157113	radar	0.274919	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.487	-7.60155	5.11864	-2.29244	-0.157113	lidar	5.08888e-322	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-10.8362	-7.91977	5.08578	-2.31734	-0.161916	radar	0.244299	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-10.8362	-7.91977	5.08578	-2.31734	-0.161916	lidar	5.08888e-322	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.2023	-8.20572	5.04687	-2.34691	-0.169125	radar	0.383465	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.2023	-8.20572	5.04687	-2.34691	-0.169125	lidar	5.08888e-322	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.5998	-8.44161	4.95631	-2.38405	-0.177886	radar	0.660619	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-11.5998	-8.44161	4.95631	-2.38405	-0.177886	lidar	5.08888e-322	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.0006	-8.7466	5.01027	-2.41187	-0.185014	radar	0.582341	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.0006	-8.7466	5.01027	-2.41187	-0.185014	lidar	5.08888e-322	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.4226	-8.92857	4.91037	-2.45678	-0.198276	radar	0.821426	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.4226	-8.92857	4.91037	-2.45678	-0.198276	lidar	5.08888e-322	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-12.9098	-9.15464	4.94793	-2.49985	-0.210398	radar	0.65339	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-12.9098	-9.15464	4.94793	-2.49985	-0.210398	lidar	5.08888e-322	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.3662	-9.23999	4.81802	-2.56117	-0.233285	radar	1.51838	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.3662	-9.23999	4.81802	-2.56117	-0.233285	lidar	5.08888e-322	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-13.8147	-9.48926	4.886	-2.5862	-0.231791	radar	0.588009	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-13.8147	-9.48926	4.886	-2.5862	-0.231791	lidar	5.08888e-322	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.2784	-9.64518	4.85008	-2.63127	-0.244256	radar	0.164295	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.2784	-9.64518	4.85008	-2.63127	-0.244256	lidar	5.08888e-322	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-14.8136	-9.79623	4.87375	-2.6783	-0.254878	radar	1.33013	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-14.8136	-9.79623	4.87375	-2.6783	-0.254878	lidar	5.08888e-322	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.3684	-9.80763	4.81577	-2.75346	-0.28402	radar	0.815302	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.3684	-9.80763	4.81577	-2.75346	-0.28402	lidar	5.08888e-322	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-15.9255	-9.78838	4.78617	-2.82757	-0.309788	radar	0.358742	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-15.9255	-9.78838	4.78617	-2.82757	-0.309788	lidar	5.08888e-322	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.3515	-9.82077	4.71305	-2.88578	-0.330534	radar	1.42631	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.3515	-9.82077	4.71305	-2.88578	-0.330534	lidar	5.08888e-322	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-16.8096	-10.0259	4.75984	-2.89574	-0.314488	radar	1.03773	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-16.8096	-10.0259	4.75984	-2.89574	-0.314488	lidar	5.08888e-322	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.3812	-9.96875	4.75763	-2.96629	-0.336119	radar	0.738723	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.3812	-9.96875	4.75763	-2.96629	-0.336119	lidar	5.08888e-322	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-17.9275	-9.84494	4.73134	-3.04916	-0.366635	radar	0.397304	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-17.9275	-9.84494	4.73134	-3.04916	-0.366635	lidar	5.08888e-322	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.3534	-9.89959	4.72236	-3.07874	-0.36232	radar	0.292309	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.3534	-9.89959	4.72236	-3.07874	-0.36232	lidar	5.08888e-322	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-18.7867	-9.87719	4.70404	-3.12181	-0.36591	radar	0.914407	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-18.7867	-9.87719	4.70404	-3.12181	-0.36591	lidar	5.08888e-322	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.325	-9.65175	4.68907	3.06883	-0.401541	radar	0.560518	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.325	-9.65175	4.68907	3.06883	-0.401541	lidar	5.08888e-322	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-19.8465	-9.39963	4.69175	2.98473	-0.425923	radar	0.509982	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-19.8465	-9.39963	4.69175	2.98473	-0.425923	lidar	5.08888e-322	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.3155	-9.35487	4.70296	2.95386	-0.417748	radar	0.280502	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.3155	-9.35487	4.70296	2.95386	-0.417748	lidar	5.08888e-322	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.8474	-9.14012	4.72927	2.88994	-0.429704	radar	0.677456	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-20.8474	-9.14012	4.72927	2.88994	-0.429704	lidar	5.08888e-322	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3599	-8.90196	4.7515	2.82252	-0.44555	radar	0.593896	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.3599	-8.90196	4.7515	2.82252	-0.44555	lidar	5.08888e-322	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8335	-8.45739	4.76497	2.70112	-0.499875	radar	1.41834	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.8335	-8.45739	4.76497	2.70112	-0.499875	lidar	5.08888e-322	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2255	-8.28494	4.74932	2.66539	-0.487572	radar	0.338548	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.2255	-8.28494	4.74932	2.66539	-0.487572	lidar	5.08888e-322	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.614	-8.05319	4.74337	2.60714	-0.497559	radar	0.111377	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.614	-8.05319	4.74337	2.60714	-0.497559	lidar	5.08888e-322	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0458	-7.69864	4.7715	2.52326	-0.528471	radar	1.1749	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
